effect,effect_late,held_out_diff,n_matches,mean_dist,infected_delta,matches_delta,form2_gap,player,player_id,cluster,in_season,role,fmt,level
74.29064560135618,,,3,0.16789563834052768,20.229216216811764,-54.061429384544404,0.28592960674227275,Shahid Afridi,0dc00542,pakistan|2020-06-13,False,all,T20,club
10.193414424211399,42.07213896391461,-14.340058990092949,3,0.30257704057188856,18.614731504413527,8.421317080202128,-1.3613125577099598,Mashrafe Mortaza,e186f49c,bangladesh|2020-06-19,True,bowl,OD,international
-32.41738241028702,,,3,0.260774859788538,-54.8403367453009,-22.422954335013884,-0.2560547871945431,Nazmul Islam,6575e3bc,bangladesh|2020-06-19,False,bowl,T20,club
-97.32972809894284,21.77708707449794,101.32087157730638,3,0.7307151571497892,-62.269839495463785,35.059888603479045,-5.974906402086793,Shadab Khan,9de62878,pakistan|2020-06-13,True,bowl,OD,international
-18.783221665466492,-22.389254605091043,-4.241814019012697,3,0.34257303706101955,-28.30157188325856,-9.518350217792069,-2.660943306266269,Fakhar Zaman,1777c020,pakistan|2020-06-13,True,bat,OD,international
41.607971647829544,-2.5498978792564926,41.40444387462848,3,0.14605936989967258,-66.86805303873356,-108.47602468656311,2.018502945623905,Wahab Riaz,b3118300,pakistan|2020-06-13,True,bowl,OD,international
26.00524730819537,-5.96765286957966,40.08234411001829,3,0.3158357515978629,6.887140829182485,-19.118106479012884,0.823884579855303,Mohammad Rizwan,2f26ac1a,pakistan|2020-06-13,False,bat,T20,international
14.223826523405434,-48.644461116712435,,3,0.2949873895561759,4.583926265414956,-9.639900257990478,1.3209115131392681,Karun Nair,944533a5,india|2020-08-12,False,bat,T20,club
25.671634442753067,0.7919538562715722,,3,0.24841848694246826,22.091054723318145,-3.5805797194349225,0.817458174012737,Ruturaj Gaikwad,45a43fe2,india|2020-08-28,False,bat,T20,club
33.375867881607554,,,3,1.4811643948978777,39.46024255434327,6.084374672735713,3.4823563743504278,Abu Jayed,1bb0993e,bangladesh|2020-09-23,False,bowl,MD,international
-1.4231034369726245,,-63.648825337451235,3,4.254110268474356,-5.340474398193214,-3.9173709612205894,1.5010251954088467,Timycen Maruma,f55c526f,zimbabwe|2020-10-22,True,bat,MD,international
-3.2673868194001807,,25.921011418145884,3,2.039315742272595,3.3195470005576357,6.5869338199578165,2.058364161917211,Regis Chakabva,2f0d7e4a,zimbabwe|2020-10-22,True,bat,MD,international
6.102354126576458,-27.06711643799032,0.4789189023721505,3,0.7608060711512549,15.166433398926328,9.06407927234987,-4.483408772817118,Mahmudullah,bf1d7d3e,bangladesh|2020-11-08,True,bat,T20,international
-14.574896091866046,-0.19740910673468548,,3,1.4905481445461144,-14.220201197123579,0.3546948947424669,0.0,Mominul Haque,de0a3209,bangladesh|2020-11-08,False,bat,MD,international
31.51321856416145,45.91896950856142,,3,0.1516961640285999,-3.1729242438717407,-34.68614280803319,0.0,Sohail Tanvir,64d43928,pakistan|2020-11-20,False,bowl,T20,club
5.124429543825272,-12.212497526713467,23.4052284684429,3,3.936288675412673,-40.377748612079536,-45.50217815590481,11.043564950198832,Ravinderpal Singh,f80682f8,canada|2020-11-20,True,bat,T20,international
23.520283196469762,,-42.72615243278008,3,0.9607757886036191,-0.41698647803025013,-23.937269674500012,-6.396637192237479,Sarfaraz Ahmed,2254ab79,pakistan|2020-11-20,False,bat,T20,club
-22.190192465557814,-16.261157067243705,,3,2.4906904569585193,3.5916699278733653,25.78186239343118,-8.405362816371417,Mohammad Abbas,a089f93f,pakistan|2020-11-20,False,bowl,MD,international
26.186404266819846,2.013856512840672,9.283325360756322,3,0.14240074728686655,33.23148588098734,7.045081614167497,0.0,Heinrich Klaasen,235c2bb6,south africa|2020-12-03,True,bat,T20,club
9.01489183132898,0.36481083658693336,-11.632049797283665,3,2.800459959804098,-1.5608172803697755,-10.575709111698755,3.518995294594367,Moeen Ali,bb351c23,england|2021-01-03,False,all,OD,international
18.205624251915218,,,1,1.55247411346356,9.619898024920092,-8.585726226995124,0.0,Sana Mir,b287e7b1,pakistan women (former captain)|2021-01-04,False,bowl,T20,club
16.662019323670222,,-18.638647813254117,3,0.19144457286388902,16.08992561895354,-0.5720937047166809,-0.6424636272059346,Chirag Suri,6176f240,uae|2021-01-07,True,bat,OD,international
14.01652689146534,-29.905519351248124,-25.715294292515686,3,3.5909083243282525,7.873310817745605,-6.143216073719735,-12.716320248792075,Shai Hope,1fc6ef83,barbados pride|2021-01-24,True,bat,OD,international
3.737532756775032,,,1,1.5670512565859538,14.587503762283173,10.849971005508142,-9.119142482488963,Lahiru Thirimanne,c5928dec,sri lanka|2021-01-20,False,bat,MD,international
-51.907617746374946,-83.54438373582536,80.90812342592177,3,0.20765669374758536,-36.04496685129405,15.862650895080897,-0.9443101301910812,Fawad Ahmed,22ae3041,islamabad united|2021-03-01,True,bowl,T20,club
4.55484444118855,-8.930274885998369,47.39796626240676,3,0.4120002742589532,-53.953413612931286,-58.508258054119835,4.595273220241467,Tom Banton,25f7b7d6,quetta gladiators|2021-03-02,True,bat,T20,club
25.118883121492964,-4.639191306505421,-7.2840500196732805,3,0.2673646635000277,-3.4290308080836773,-28.54791392957664,2.1534380388600343,Lewis Gregory,06c2de82,islamabad united|2021-03-01,True,all,T20,club
-11.829991752627746,20.460651194308106,,3,0.02885005260863335,-16.609294311916305,-4.779302559288558,0.05987857218016934,Devdutt Padikkal,2c25d4f5,royal challengers bangalore|2021-03-22,False,bat,T20,club
25.632142324022062,-0.9095724106508345,,3,0.1486295118570513,-1.1336502505684711,-26.765792574590535,-0.04640228468793017,Nitish Rana,fb2d1dda,kolkata knight riders|2021-03-22,False,all,T20,club
-10.567597500337474,,,3,5.580258848015046,20.40108461703847,30.968682117375945,3.525661445681136,Yusuf Pathan,3c6ffae8,india legends (retired)|2021-03-27,False,all,T20,club
34.79828550169703,18.78586302539967,-35.6235255345439,3,1.1204870546537284,-3.173797015379972,-37.972082517077006,1.7177428731546818,Harmanpreet Kaur,53cd8da6,india women|2021-03-29,True,all,T20,club
-2.098597285681694,-21.72318850902218,,3,0.1802580272828829,-6.196639638982248,-4.098042353300554,-1.1538078305697592,Axar Patel,2e171977,delhi capitals|2021-04-03,False,all,T20,club
100.65654614133598,107.24092181804215,-82.68031379809955,3,0.1901771580110904,98.62072810624113,-2.035818035094844,-2.932430144772992,Daniel Sams,caf69bf7,royal challengers bangalore|2021-04-07,False,bowl,T20,club
8.555394885532111,-58.28242482970823,,3,0.09596107498107047,2.187597289088247,-6.3677975964438644,-0.046530813192735554,Wriddhiman Saha,fe11caa6,sunrisers hyderabad|2021-05-04,False,bat,T20,club
-16.77554075170526,-6.101957178544799,2.342016496386477,3,0.08317234420924495,-20.215706291035403,-3.440165539330142,0.46707428256516614,Tim Seifert,4663bd23,kolkata knight riders|2021-05-03,False,bat,T20,club
3.038565757810984,1.9659995488081066,,3,0.1651643362941891,-12.68235971866667,-15.720925476477653,-0.6178163604134523,Rishabh Pant,919a3be2,india|2021-07-08,False,bat,T20,club
-2.359262164573595,10.71785819189099,,3,0.41171713963110945,-10.801437092346426,-8.44217492777283,2.058926792114507,Peter Handscomb,ada15e88,middlesex (australia)|2021-07-12,False,bat,MD,club
-44.14582274175666,-1.0478810992738552,,3,0.12020271636156721,-11.697280953371639,32.44854178838502,0.0,Krunal Pandya,5b8c830e,india|2021-07-27,False,all,T20,club
24.824473162410882,2.0499212277636065,,3,0.4845607441120194,-2.0112418213134635,-26.835714983724348,2.3228552547471812,Kusal Perera,f21043a5,sri lanka|2021-08-30,False,bat,T20,club
-25.1290866732354,44.774805402998076,,3,0.5843394801891878,-32.38751091409833,-7.25842424086293,-0.08801575600188727,Mohammad Nawaz,3086f7a4,pakistan|2021-09-08,False,all,T20,international
27.726945054803046,16.658713079519583,,3,0.2663513667594987,1.6488932669522516,-26.078051787850793,0.0614973577973151,Will Sutherland,bc2d4f2e,victoria|2021-11-19,True,bowl,T20,club
48.096577141768336,,-101.65080004777549,3,0.9034083399407727,24.522063741190824,-23.574513400577512,1.9646836549990812,Sheldon Cottrell,a1d053dd,west indies|2021-12-11,True,bowl,T20,international
-33.504486095866945,25.24447883140168,,3,0.4882279334282151,-45.325077392144934,-11.820591296277987,-3.1861859008462052,Roston Chase,3feda4fa,west indies|2021-12-11,True,all,MD,international
9.930446680183412,-12.309009620536466,,3,0.5143617259485039,2.4246325300950424,-7.505814150088369,1.456804683686185,Kyle Mayers,73c18486,west indies|2021-12-11,True,bat,OD,international
-5.412368812268573,-19.643313173694047,6.607383791524686,3,0.2376119718184577,-4.8244352280818905,0.5879335841866826,1.0481434771831752,Harry Tector,59ea70a4,ireland|2021-12-17,False,all,OD,international
-6.225055157820009,-28.963335546921954,84.36800207295025,3,2.4939370013385034,-8.673298342085742,-2.4482431842657326,0.29510058904883946,George Dockrell,99cddc5e,ireland|2021-12-17,False,bowl,OD,club
57.017666970979135,-10.51139232137807,-22.118937682261297,3,1.71725929772297,32.12725188615381,-24.890415084825324,4.560162312406916,Gareth Delany,33b3d2df,ireland|2021-12-17,False,all,OD,international
33.363988704443315,15.590534803771607,4.567224736167492,3,0.4808213234675991,6.369591919121991,-26.994396785321328,2.899685022055925,Alex Hales,92aeac25,sydney thunder (england)|2021-12-30,True,bat,T20,club
20.644326384635463,12.388366652743994,-18.25382073468854,3,11.92147720699172,3.986250120553789,-16.658076264081675,-0.4531419019964744,Sam Whiteman,f4427cc6,sydney thunder|2021-12-30,False,bat,OD,club
-40.88701440482715,15.96539337014405,-11.59718028870218,3,0.04382607140528246,-29.290428891115827,11.596585513711323,0.0,Alex Ross,fb0d68b4,sydney thunder|2021-12-30,True,bat,T20,club
-16.277919794780786,-6.516998109996861,-117.30443316441179,3,2.8081976718291677,-24.887442011696784,-8.609522216915998,9.763178877314076,Paul Stirling,cf494ffe,ireland|2021-12-17,True,bat,OD,international
